symbol,BMDM_0h_1,BMDM_0h_2,BMDM_0h_3,BMDM_0h_4,BMDM_0h_5,BMDM_0h_6,BMDM_1h_1,BMDM_1h_2,BMDM_1h_3,BMDM_4h_1,BMDM_4h_2,BMDM_10h_1,BMDM_10h_2
Cnot11,278.311133676243,148.368062116252,83.1353159310409,93.5652175403838,222.836341324193,268.450379650118,110.69538442132799,114.595861470482,126.844860790286,251.828572117353,255.358633467038,252.928980482727,309.919493780993
Rnf149,21053.2664098159,18115.2907842061,12339.6561789073,11854.5645461483,7647.902048565291,7030.88076438476,20675.3710674336,29821.2992202829,22577.545188480297,25447.099868393598,25144.135181228197,32951.8028359964,31300.291673438598
Creg2,1049.8154856345698,480.17300103077906,609.263101037485,654.956522782687,335.495248853351,360.557987917167,500.53565129643897,809.446958005787,426.73635285738703,111.72676086896601,140.38040059706302,746.94771257452,682.1383260065099
Il1rl2,54.3677563460567,84.5248353874405,53.44413166995479,74.2581091590348,54.09612740386871,27.5535580286045,145.588494728051,209.182921731833,65.5225108718035,10.640643892282501,10.695649569299999,32.2888060190715,22.8693774036865
Il18rap,23.3004670054529,29.6736124232504,212.58887930937598,154.456867050792,107.695960060913,111.00147662952101,19.251371203709198,28.1942198855948,21.8408369572679,798.048291921188,788.8041557358771,46.280621960669095,56.779143898807796
Tgfbrap1,1526.18058885716,1280.4613360820802,1346.79211808286,1287.6356128176599,988.122840927547,1071.43978505516,1109.36026561374,1158.69148820154,1323.05070029603,349.367807796609,350.28252339457606,475.72174201432,533.09307327214
Kdelc1,484.131925557743,336.300940796838,461.994827102498,473.76673643464204,292.317605879621,296.791182193825,413.904480879748,414.72787960745904,299.051459876437,69.16418529983629,66.8478098081252,88.25606978546209,86.74591428984529
Bivm,0.0,4.49600188231067,5.9382368522172,5.940648732722781,8.43701069601622,2.3617335453089603,6.0160535011591305,9.09490964051446,1.6800643813283,1.77344064871375,2.67391239232501,0.0,0.0
Bivm,5.1778815567673,9.891204141083461,4.750589481773759,2.9703243663613903,4.466652721420349,5.510711605720901,3.00802675057956,10.0044006045659,4.20016095332074,0.0,0.0,0.0,0.0
Ercc5,423.291817265727,529.629021736196,819.476685605974,800.502416734395,757.345783654162,610.114499204814,466.244146339832,438.374644672797,448.577189814655,170.25030227652002,219.26081617065103,271.2259705602,229.48237325768199
Wdr75,1501.5856514625198,1037.6772344373,1181.70913359122,1308.4278833821902,711.1903721994851,556.581872177811,1120.18916191583,1122.3118496394802,1140.76371492191,650.852718077947,688.532441023689,1050.4624891537899,1172.64704135454
Slc40a1,3814.80423694831,7306.9022591312905,32782.6303663503,30613.648081903702,11000.3730633647,10214.4975834612,2962.30474397075,4953.08779022418,6887.42393125535,881.400002410735,850.304140759352,840.585250029828,880.076730431521
Dnah7c,16.828115059493697,8.99200376462133,21.3776526679819,14.851621831807,222.836341324193,144.852990778949,9.024080251738688,12.732873496720199,15.960611622618801,79.8048291921188,116.315189066138,38.746567222885794,70.9739298735098
Slc39a10,366.335120141287,1073.64524949579,1604.51159746909,1713.87715939052,3034.34608208489,2863.99554594466,614.239062468347,894.0296176625709,1081.12142938476,2676.12193890905,2668.5645675403603,1177.46512616214,1177.37863667945
Gm4852,3.88341116757548,3.59680150584853,45.1306000768507,38.6142167626981,44.6665272142035,58.2560941176209,1.20321070023183,1.81898192810289,0.0,143.648692545814,159.09778734333798,99.01900512515259,122.2328792266
Stat1,787.0379966286299,673.501081970138,688.835474857196,574.757764890929,395.050618472289,372.366655643712,1081.0848141583,511.133921796913,727.467877115152,6015.51068043705,5825.118146680029,4386.97244445785,4681.12497476838
Gls,846.583634531454,1355.9941677049,731.59078019316,738.125605040806,1277.46267832622,1259.5912241647802,748.9986608943111,1353.32255450855,1330.6109900120098,2997.1146963262395,2977.4014488539,2148.2818938022197,2402.0732266079
Gls,837.522341807112,1492.6726249271399,1133.01559140304,1087.13871808827,1895.3496381226998,1651.63899268606,1041.3788610506501,1645.2691539690697,1617.9019992191502,9573.032621756829,7822.530703746809,2748.85368575695,2510.89991908061
Nab1,375.39641286562994,212.21128884506302,255.34418464534,264.35886860616404,179.658698350463,181.06623847368698,229.813243744279,248.29103318604498,203.28779014072398,746.61851310849,699.228090592989,543.5282346543701,546.499260026025
Nemp2,64.72351945959129,22.4800094115533,43.9429527064073,59.406487327227794,58.562780125289095,59.043338632723895,30.080267505795604,23.6467650653376,27.7210622919169,1.77344064871375,12.0326057654625,6.4577612038143,10.2517898706181
Mfsd6,1088.6495973103301,751.731514722343,596.1989799626069,542.084196860954,1418.4103864243698,1190.31370683571,1114.77471376479,1215.98941893678,765.269325695039,278.430181848059,308.836881313538,75.3405473778335,71.7625290943265
Mfsd6,2.58894077838365,0.0,2.3752947408868796,0.0,19.8517898729793,26.7663135135015,0.0,0.0,0.8400321906641479,0.0,0.0,0.0,0.0
Hibch,535.910741125416,281.449717832648,390.73598487589203,445.548654954209,353.858154485857,333.004429888563,450.602407236819,500.220030228295,370.45419608288904,63.8438633536951,17.3804305501125,57.0435573003596,58.3563423404414
Ormdl1,1219.3911066187,1014.29802464929,1667.45690810259,1606.94548220151,1113.68541187414,1063.56733990413,902.408025173869,1012.2634429892599,1004.6785000343199,356.461570391464,332.902092844463,1064.45430509539,1078.01513485653
Asnsd1,2217.4277766856,2307.34816600183,2419.23769359329,2114.8709488493105,1392.1067648426801,1311.54936216157,2152.54394271474,2448.34967522649,2184.08369572678,461.094568665575,528.097697484189,1089.20905637668,1120.59949278064
Stk17b,4856.85290024773,8406.62431954448,6371.72814242906,6328.276062532939,2896.37614246769,2708.9083764693696,6271.13416960827,6673.844694209511,9257.99477330958,4923.07124082937,4694.053204726551,4049.01627479156,3845.2098007026
Hecw2,16.828115059493697,26.976011293864,39.192363224633496,44.55486549542089,350.38409125808505,203.896329411673,26.470635405100197,24.556256029389,28.561094482581,88.6720324356876,62.8369412196377,65.653905572112,48.1045524698233
Ankrd44,18.1225854486856,80.928033881592,99.762379117249,90.5948931740224,3996.66159617757,5714.607935132571,65.5749831626345,70.9402951960128,70.5627040157884,1362.0024182121601,1338.2931523586699,1276.48413128729,1591.39322760825
Coq10b,222.64890694099398,279.651317079723,219.714763532037,219.804003110743,248.14737341224202,220.428464228836,538.436788353742,508.405448904758,448.577189814655,948.790747061857,667.141141885089,741.5662449046749,719.202489384899
Mob4,1543.00870391666,1875.7319853000101,1439.42861297745,1317.3388564812801,1836.7868579974104,1593.38289856844,1639.37457906586,2275.54639205672,2180.72356696413,3369.53723255613,3120.45576184328,2173.03664508351,2102.4055226975197
Rftn2,25.8894077838365,22.4800094115533,46.318247447294205,56.4361629608664,21.340674113452803,20.4683573926776,22.2593979542888,27.284728921543397,15.120579431954699,10.640643892282501,4.01086858848751,6.4577612038143,14.983385195518698
Mars2,156.630917092211,260.768109174019,197.149463493611,255.44789550707998,339.465606827947,351.111053735931,164.83986593176002,194.631066307009,177.24679223013501,86.8985917869738,128.3477948316,177.588433104893,147.468054292737
Plcl1,38.8341116757548,28.774412046788303,38.0047158541901,29.703243663613897,52.1109484165708,44.085692845767205,18.048160503477398,36.37963856205779,22.680869147932,81.57826984083259,96.2608461237002,9.686641805721449,5.52019454571743
Maip1,576.039323190363,285.046519338496,497.624248215802,490.10352044962997,288.347247905025,235.386110015793,355.54876191850406,288.308635604308,313.332007117727,530.258753965412,475.956405833851,333.650995530405,361.178443134083
Sgo2a,332.678890022299,348.88974606730795,451.306000768507,372.775707978355,228.79187828608698,164.534103656524,573.329898660465,574.798289280514,312.491974927063,33.6953723255613,41.445642081037604,27.9836318831953,44.95015558655621
Aox2,0.0,0.8992003764621329,2.3752947408868796,5.940648732722781,24.8147373412242,17.319379332265697,1.20321070023183,0.0,1.6800643813283,3.5468812974275,2.67391239232501,4.3051741358762,2.36579766245033
Nif3l1,982.5030253965961,731.9491064401759,776.72138027001,770.799173070781,519.1243051784099,440.069683942569,805.5495638052071,879.4777622377479,742.588456547107,640.2120741856639,644.412886550327,756.634354380242,700.2761080852961
Fam126b,174.753502540897,353.385747949618,461.994827102498,466.340925518738,1057.10781073615,919.5015936402871,228.61003304404701,506.58646697665495,353.653552269606,257.14889406349397,282.097757390288,603.800672556637,604.855602366467
Cflar,744.3204737853,775.1107245103591,600.949569444381,591.094548905917,597.042580429854,544.773204451266,2431.68882516852,3707.99466043775,3031.6761761069106,15826.184349121499,15163.7571768751,6401.79394004791,6575.34030317027
Cflar,5.1778815567673,14.3872060233941,9.50117896354753,28.2180814804332,16.8740213920324,24.4045799681925,73.39585271414141,49.11251205877811,48.7218670585206,666.813683916371,675.162879062064,339.032463200251,385.625018979403
Casp8,124.26915736241502,235.590498633079,165.082984491638,114.357488104914,231.27335202020902,210.194285532497,332.6877586141,239.19612354552999,256.209818152565,558.633804344832,437.184676145139,340.10875673422,325.69147819732797
Stradb,859.5283384233729,902.7971779679821,1236.3409126316199,1222.28847675771,633.272096948041,614.837966295432,901.2048144736369,1031.36275323434,936.635892590525,227.00040303536,243.326027701576,252.928980482727,239.73416312830003
Cdk15,59.545637902824,24.278410164477602,211.401231938932,210.89303001165902,464.03558828089206,483.368132273233,43.3155852083457,74.57825905221858,47.041802677192294,216.359759143078,187.17386746275002,227.097935667469,227.905174816048
Fzd7,471.18722166582495,244.5825023977,586.69780099906,657.9268471490481,350.38409125808505,439.282439427466,201.53779228883099,320.140819346109,164.646309370173,766.126360244341,759.391119420302,491.86614502385595,498.39470755620204
Sumo1,2462.08268024285,1185.14609617709,2140.1405615390804,2402.99241238637,2228.3634132419297,1785.47056025357,1613.50554901088,1405.16353945948,1176.88509912047,6464.191164561629,6005.60723316197,3222.42284070333,2954.09268117964
Nop58,846.583634531454,1110.5124649307302,895.4861173143539,913.374742656128,671.9830872003511,626.6466340219761,2001.54099983564,1323.30935269485,1735.50650591213,1597.8700244910901,1485.35833393654,1408.8682359654902,1410.80400604121
Bmpr2,1918.4051167822897,3307.25898462773,2371.73179877555,2584.18219873441,3711.29211675349,3803.17825246252,2066.51437764816,3799.8532478069396,3384.4896961858503,6668.13683916371,7200.846072531241,3238.56724371287,3652.0029916024896
Fam117b,1706.11197295483,2881.93720656114,2382.4206251095397,2367.34851999003,2368.31853184644,2278.2856267080397,1984.6960500323999,2602.05364815119,2629.3007567787804,601.196379913962,716.6085211431019,659.767936323027,660.846147044458
Carf,113.91339424888099,131.283254963471,140.14238971232598,142.575569585347,312.665690499425,288.918737042796,108.28896302086399,134.604662679614,97.4437341170412,93.9923543818288,93.5869337313752,114.08711460071899,98.5749026020969
Nbeal1,261.483018616749,699.57789288754,433.491290211856,368.32022142881203,1045.1967368123599,1095.05712050825,477.674647992035,808.537467041736,666.985559387334,746.61851310849,780.782418558902,469.263980810506,489.720116127217
Cd28,525.5549780118811,957.648400932172,1585.5092395419902,1412.38923620484,5386.286887286121,5155.66432940945,599.800534065565,1131.40675928,1020.63911165694,147.195573843241,110.967364281488,36.59398015494771,26.8123735077704
Nrp2,2324.8688189885197,2126.6088903329396,1815.9128294080201,1868.33402644131,1440.74365003148,1617.00023402153,2656.08762076175,2770.3094765007,2358.81039138493,8035.45957932201,8668.82397591767,3575.4471198451793,4481.60937190173
Ino80d,1027.80948901831,1499.86622793884,1652.0174922868302,1642.58937459785,1840.2609212251898,1981.4944445142103,1152.07424547197,1315.12393401839,1293.64957362279,3529.1468909403707,3808.9882028669704,1748.97699269971,2018.02540607013
Klf7,1.29447038919183,15.2864063998563,2.3752947408868796,5.940648732722781,3.9703579745958706,4.72346709061791,21.0561872540569,41.8365843463665,31.081191054573498,40.789134920416295,64.1738974158002,18.2969900774738,29.966770391037503
Mettl21a,5.1778815567673,13.488005646932,17.8147105566516,11.8812974654456,52.1109484165708,56.681605087415,3.60963210069548,0.9094909640514459,4.20016095332074,19.5078471358513,12.0326057654625,17.2206965435048,17.3491828579691
Ccnyl1,0.0,16.1856067763184,55.8194264108417,51.9806764113243,341.450785815245,376.302878219227,13.836923052665998,24.556256029389,25.200965719924397,851.251511382601,842.282403582377,344.41393087009595,366.6986376798
Fzd5,159.219857870595,257.17130766817,299.287137351747,311.88405846794603,382.146955054852,392.83501303639,300.80267505795604,354.701475980064,330.972683121674,2699.17666734233,3228.74921373245,489.71355795591796,470.79373482761497
Plekhm3,1514.53035535444,2616.67309550481,3074.81904207807,3117.35542249628,1877.48302723702,2084.62347599271,3636.10273610058,3677.9814586240504,3006.4752103869896,4983.36822288564,5391.94433912338,5221.09993328386,5624.289642865239
D630023F18Rik,32.3617597297957,36.867215434947504,43.9429527064073,43.0697033122402,25.3110320880487,11.021423211441801,52.9412708102003,20.9182921731833,21.8408369572679,5.320321946141259,1.3369561961624998,1.07629353396905,0.0
Idh1,20626.0911813826,17223.284010755702,12700.7009795222,12329.8164447661,19440.361527861798,17613.021536399097,18777.3061878179,22314.3608030022,17108.095595066003,9225.43825460894,8817.22611369171,3791.7821201729603,3609.4186336783796
Pikfyve,1654.3331573871499,1996.22483574594,1502.37392361095,1492.5879940966001,3572.8258823894603,3517.40849348014,1610.4975222603,2081.82481671376,2111.000895139,10206.1509333476,9618.06287519305,2239.76684418959,2309.0185185515197
Acadl,5948.091438336441,3452.0302452381297,4838.47538718658,5033.21463879938,1639.75784350809,1468.21102066707,5552.817381569871,5763.44423919401,3633.9792568131,2972.28652724425,3101.73837509701,2175.1892321514497,2074.01595074812
Atic,2766.2832217029304,3816.20639770529,2882.42016806623,3154.4844770758,1527.5952307257598,1468.21102066707,3450.20668291476,2951.2981783469395,3864.1480770550797,1408.1118750787198,1359.68445149727,2284.97117261629,2040.1061842529998
Mreg,50.484345178481206,28.774412046788303,28.5035368906426,35.6438923963367,8.43701069601622,5.510711605720901,58.3557189612435,111.867388578328,33.6012876265659,42.562575569130004,73.5325907889377,16.144403009535697,24.44657584532
Pecr,222.64890694099398,109.70244592838002,239.904768829575,308.913734101585,64.0220223403584,70.0647618441657,147.994916128515,129.147716895305,88.2033800197355,26.6016097307063,40.1086858848751,6.4577612038143,4.731595324900651
Smarcal1,1977.9507546851103,943.2611949087781,942.992012132092,858.4237418784419,728.064393591518,711.669041653099,881.953443269928,875.839798381543,915.635087823921,372.422536229888,387.717296887126,654.386468653182,631.667975874237
Tns1,34.9507005081793,114.198447810691,64.1329580039458,54.9510007776857,1459.10655566398,1975.19648839339,18.6497658535933,34.5606566339549,47.8818348678564,125.914286058676,100.271714712188,49.509502562576294,69.3967314318762
Arpc2,416.81946531976797,802.086735804223,1353.9180023055198,1369.3195328926,194.051246008373,212.556019077806,1931.7547792222,820.360849574404,1033.2395945169,441.58672152972395,574.891164349876,506.934254499422,414.01459092880697
Pnkd,458.242517773906,82.7264346345162,187.64828453006402,152.971704867612,136.977350123557,127.53361144668399,161.83183918118098,138.24262653582,138.60531145958402,49.6563381639851,69.5217222004502,50.585796096545295,41.7957587032891
Ctdsp1,4740.35056522047,5051.70771496426,5761.277394021129,5670.3492153839,2408.51840633922,2563.2681411753197,4668.45751689948,4045.4158081008295,4999.03156664234,1837.28451206745,1712.6408872841698,1713.4593060787302,1798.7948226830604
Stk36,100.968690356962,126.787253081161,143.705331823656,142.575569585347,74.940506770497,56.681605087415,107.085752320632,135.514153643665,101.64389507036199,14.18752518971,10.695649569299999,8.6103482717524,7.09739298735098
Ttll4,392.22452792512297,801.187535427761,701.8995959320731,614.8571438368081,842.7084801079731,989.566355484453,803.1431424047439,745.782590522186,850.112576952118,344.047485850468,399.749902652589,656.53905572112,862.727547573552
Cyp27a1,47.8954044000976,109.70244592838002,96.19943700591871,111.387163738552,293.806490120094,289.705981557899,49.3316387095049,64.5738584476527,64.6824786811394,81.57826984083259,82.89128416207521,10.762935339690499,13.4061867538852
Wnt6,76.37375296231771,48.556820328955205,65.3206053743892,53.465838594504994,7.444421202367249,9.446934181235829,108.89056837097999,21.827783137234697,49.561899249184705,23.0547284332788,18.717386746275,34.4413930870096,28.389571949403898
Atg9a,18.1225854486856,24.278410164477602,14.2517684453213,28.2180814804332,139.95511860450398,167.683081716936,66.7781938628663,62.754876519549796,63.00241429981111,223.45352173793302,288.782538371101,244.31863221097402,224.75077793278098
Dnajb2,2.58894077838365,7.19360301169706,14.2517684453213,2.9703243663613903,19.3554951261549,11.8086677265448,55.9492975607799,31.832183741800606,33.6012876265659,30.1484910281338,37.4347734925501,24.7547512812881,26.023774286953604
Speg,313.261834184422,517.040216465727,1255.34327055872,1125.75293485097,414.406113598444,547.134937996575,1053.4109680529598,871.292343561285,629.1841108074469,53.2032194614126,73.5325907889377,309.972537783086,302.822100793642
Speg,2062.0913299825797,435.212982207672,1877.67049267108,1801.50172819818,507.709526001447,535.32627027003,799.533510304048,748.51106341434,410.77574123476796,79.8048291921188,41.445642081037604,301.362189511334,324.114279755695
Speg,181.225854486856,118.694449693002,176.959458196073,157.427191417154,40.1998744927832,44.085692845767205,124.53230747399401,163.70837352926,69.7226718251243,3.5468812974275,5.34782478465001,33.3650995530405,13.4061867538852
Epha4,0.0,5.3952022587728,0.0,0.0,223.332636071018,178.704504928378,3.00802675057956,3.63796385620578,10.0803862879698,865.4390365723109,732.651995497052,443.43293599524804,514.955291193354
