symbol,BMDM_0h_1,BMDM_0h_2,BMDM_0h_3,BMDM_0h_4,BMDM_0h_5,BMDM_0h_6,BMDM_1h_1,BMDM_1h_2,BMDM_1h_3,BMDM_4h_1,BMDM_4h_2,BMDM_10h_1,BMDM_10h_2
Rb1cc1,392.22452792512297,315.619332138209,256.531832015783,340.102139948379,619.375844036956,553.432894117399,206.952240439874,349.24453019575503,284.770912635146,477.055534503999,502.695529757101,291.675547705612,288.62731481893996
Pcmtd1,827.166578693577,651.920272935046,662.7072327074401,640.1049009508799,1015.41905200289,856.522032432048,580.549162861856,664.837894721607,573.741986223613,1528.70583919125,1644.45612127988,765.244702651994,723.145485488983
Sntg1,1590.90410831675,429.8177799489,795.7237381971049,917.8302292056699,3151.47164233547,2617.58801271743,492.11317639481695,368.343840440836,442.69696448000605,5806.244683888821,5200.75960307214,4427.87159874867,3153.60828404628
Adhfe1,103.557631135346,44.9600188231067,93.8241422650318,89.1097309908417,13.3999581642611,14.957645786956698,170.254314082803,171.893792205723,52.9220280118413,170.25030227652002,136.369532008575,218.48758739571701,266.54653663607
Vxn,0.0,0.8992003764621329,2.3752947408868796,2.9703243663613903,148.392129300521,169.25757074714198,4.812842800927299,0.9094909640514459,0.0,42.562575569130004,52.1412916503376,16.144403009535697,30.7553696118542
Mybl1,47.8954044000976,64.7424271052736,119.952384414788,127.72394775353999,145.910655566398,169.25757074714198,84.2247490162278,77.3067319443729,94.08360535438459,72.7110665972638,89.5760651428877,62.425024970204895,53.624747015540706
Vcpip1,2005.1346328581399,4776.55239976685,4067.69224376878,4217.86060023318,5772.90049506239,5208.40971192135,3451.4098936149894,4184.5679256007,4017.8739679466203,24086.8708908302,29800.753612462202,11628.2753410016,12435.4211130597
Cops5,28.4783485622202,7.19360301169706,5.9382368522172,2.9703243663613903,6.451831708718291,20.4683573926776,3.00802675057956,1.81898192810289,2.5200965719924397,8.86720324356876,10.695649569299999,15.068109475566699,14.194785974702
Cspp1,327.501008465532,269.76011293863996,256.531832015783,273.269841705248,361.302575688224,376.302878219227,350.735919117577,369.25333140488704,348.61335912562106,345.82092649918195,362.315129160038,257.234154618603,296.51330702710703
Arfgef1,4438.73896453877,6576.751553444039,6243.46222642117,6432.237415355589,4535.63769122896,4558.14574244629,5934.83677889348,7693.384064911179,6910.10480040328,12320.0921866144,14695.8225082182,7459.79048393948,7988.5101068739295
Ncoa2,445.29781388198796,463.987394254461,400.23716383944003,351.983437413825,360.30998619457495,312.53607249588504,246.658193547524,399.266533218585,426.73635285738703,180.890946168803,136.369532008575,196.96171671633599,207.401595074812
Tram1,5630.94619298444,3527.56307686095,3932.30044353823,4381.22844038305,4678.57057831441,4191.28979840829,2746.93002862926,4086.34290148315,3612.13841985584,4125.022948908189,4056.32509915704,2831.72828787257,2913.8741209179802
Lactb2,608.401082920158,1083.53645363687,948.930248984309,1124.26777266779,1329.57362674279,1217.8672648643198,843.45070086251,1012.2634429892599,1134.8834895872599,583.461973426824,522.7498726995391,699.590797079882,756.2666527632871
Eya1,103.557631135346,31.4720131761747,109.26355808079701,142.575569585347,25.3110320880487,22.830090937986604,74.5990634143732,101.862987973762,57.1221889651621,8.86720324356876,12.0326057654625,1.07629353396905,2.36579766245033
Rdh10,265.366429784324,267.961712185716,339.667147946824,317.82470720066897,835.76035365243,787.2445151029849,286.96575200528997,283.761180784051,269.65033320319196,356.461570391464,343.59774241376294,512.315722169268,466.062139502714
Stau2,7.76682233515096,9.891204141083461,3.5629421113303197,5.940648732722781,5.45924221506932,5.510711605720901,10.227290951970499,18.189819281028896,12.600482859962199,15.960965838423801,12.0326057654625,13.9918159415976,20.5035797412362
Ly96,561.800148909253,559.302634159447,824.227275087748,797.532092368033,592.575927708433,566.028806359046,719.519998738632,547.51356035897,633.384271760768,1697.18270081906,1648.46698986837,873.9503495828681,889.5399210813221
Mcm3,3509.30922509904,3744.2703675883204,3470.30561643573,3705.4796470358397,1295.3292892119,1242.27184483251,4712.97631280806,3493.3547929215997,3588.61751851724,301.484910281338,364.98904155236295,1196.83840977358,1189.2076249917
Tram2,539.794152292991,585.379445076849,754.156080231585,848.0276065961771,245.66589967811902,286.557003497487,520.99023320038,736.687680881671,588.862565655568,868.985917869738,1263.42360537357,969.740474106114,1274.37634083991
Tmem14a,129.447038919183,60.24642522296289,159.144747639421,118.812974654456,77.91827525144392,67.7030282988568,77.6070901649528,95.4965512254018,63.84244649047529,23.0547284332788,13.369561961625,5.381467669845249,6.308793766534199
Gsta3,5720.264649838679,1626.65348102,522.564842995114,349.013113047463,59.555369618937995,47.234670906179105,3518.7896928279706,3008.59610908218,1570.02016435129,86.8985917869738,86.9021527505627,136.689278814069,201.092801308278
Ogfrl1,471.18722166582495,883.913970062277,510.688369290679,601.490684188182,364.776638915995,352.685542766137,544.452841854901,743.054117630031,835.832029710827,1152.73642166394,993.3584537487401,914.849503873692,884.8083257564219
Sdhaf4,1012.27584434801,353.385747949618,323.040084760616,245.05176022481498,182.140172084585,182.640727503893,442.179932335196,435.646171780643,363.733938557576,120.593964112535,106.956495693,86.10348271752399,78.85992208167751
Lmbrd1,4652.32657875542,7326.6846674134595,6845.59944323599,6941.64804418657,4126.19452509876,3914.17972909204,6860.10580737175,7944.40357098938,8011.387002363979,5783.189955455539,5696.77035184843,6232.815855214771,5999.66287197402
Prim2,595.45637902824,646.525070676274,975.058491134065,1113.8716373855198,389.09508151039495,340.876875039593,764.038794647209,801.261539329324,658.585237480692,285.523944442914,208.56516660135102,247.54751281288102,220.80778182869702
Bag2,164.397739427362,79.1296331286677,102.13767385813601,78.7135957085769,35.73322177136279,21.2556019077806,134.759598425964,118.233825326688,80.6430903037582,5.320321946141259,10.695649569299999,32.2888060190715,31.543968832671
Zfp451,341.740182746642,544.915428136053,660.3319379665529,660.897171515409,573.2204325822789,510.921690301838,383.82421337395203,445.650572385209,514.099700686459,290.844266389055,217.92385997448798,467.111393742568,484.988520802317
Bend6,80.25716412989321,28.774412046788303,42.7553053359639,60.8916495104085,22.829558353926203,17.319379332265697,63.7701671122868,80.0352048365273,38.64148077055079,53.2032194614126,45.4565106695251,119.468582270564,119.86708156415001
Dst,0.0,26.976011293864,15.439415815764699,2.9703243663613903,194.051246008373,253.49273386316102,24.665819354752397,7.275927712411571,21.8408369572679,1833.73763077002,1894.46692996227,1693.00972893332,1689.1795309895301
Ccdc115,2179.88813539904,1650.93189118448,2046.31641927405,2266.35749153374,1324.61067927455,1198.97339650185,1227.27491423646,1169.60537977016,1254.16806066157,831.7436642467501,795.4889367166901,1446.5385096544,1488.87532890207
Ptpn18,67.312460237975,74.633631246357,114.01414756257,139.605245218985,114.644086516456,128.320855961787,48.7300333593889,34.5606566339549,68.8826396344601,15.960965838423801,14.7065181577875,21.525870679380997,11.8289883122516
Arhgef4,346.918064303409,322.812935149906,347.98067953992796,332.676329032476,575.7019063164009,632.1573456276969,152.206153579326,150.97550003254,172.20659908615002,81.57826984083259,90.9130213390502,111.93452753278099,134.061867538852
Fam168b,9036.697786948142,13388.194405144699,8149.63625598289,7620.36716190015,9050.927297838109,8899.799243239251,9959.57657116894,11578.729463339,13113.742528458,6340.05031915166,6326.47672024097,6412.5568753876005,6233.0882413357895
Hs6st1,1926.17193911744,2462.90983112978,4717.33535540135,5236.68185789513,1591.1209583192901,1603.61707726478,2198.26594932355,2496.5526963212196,2711.6239114638697,615.3839051036721,733.988951693214,989.1137577175571,1001.5210104373
Uggt1,1233.63028089981,632.1378646528799,352.73126902170196,328.220842482934,459.072640812647,523.517602543485,579.345952161624,632.096220015755,667.825591577998,313.898994822334,304.826012725051,237.86087100716,233.42536936176498
Neurl3,5267.20001362154,8001.98415013652,7110.444806844879,6080.25397794177,3674.5663054884794,3626.83548107945,7982.0997853379295,7919.84731495999,11585.7239736399,2273.5509116510298,2107.0429651521104,2060.0258240167605,1900.5241221684303
Arid5a,3.88341116757548,26.976011293864,2.3752947408868796,11.8812974654456,19.8517898729793,25.1918244832955,4.812842800927299,6.36643674836012,21.8408369572679,109.95332022025299,78.8804155735877,51.6620896305144,59.9335407820749
Kansl3,54.3677563460567,99.8112417872968,106.88826333991,83.1690822581189,64.5183170871829,60.6178276629299,56.55090291089579,72.75927712411571,60.482317727818696,147.195573843241,163.108655931825,67.80649264005011,101.729299485364
Lman2l,820.6942267476179,834.457949356859,787.410206604001,981.6922030824401,405.47280815560305,359.770743402064,801.939931704512,847.645578495948,818.19135370688,147.195573843241,117.6521452623,187.27507491061502,192.418209879293
Cnnm4,605.812142141775,774.2115241338969,516.626606142897,445.548654954209,709.701487959012,737.6481106514971,897.5951823729421,884.025217058006,955.1166007851359,1071.1581518231098,1192.5649269769501,891.171046126373,913.197897705826
Ankrd23,62.13457868120771,79.1296331286677,105.700615969466,84.6542444412996,101.740423099019,110.214232114418,49.3316387095049,58.207421699292496,52.9220280118413,49.6563381639851,29.413036315575102,113.01082106675,91.4775096147459
Ankrd39,300.31713029250403,93.5168391520618,83.1353159310409,77.2284335253962,81.3923384792153,85.8096521462254,110.09377907121201,87.31113254893879,74.7628649691092,33.6953723255613,37.4347734925501,49.509502562576294,48.8931516906401
Tmem131,19.4170558378774,107.904045175456,67.6959001152761,69.8026226094927,1358.3587220586098,1782.32158219316,61.965351061939,38.19862049016071,66.3625430624677,6909.324767388779,6893.346147413871,2928.59470592978,3354.70108535456
Coa5,1187.0293468889,3336.0333966745097,2065.3187772011397,2459.4285753472304,905.241618207858,837.628164069576,2373.33310620728,2575.6784101937,2967.83372961643,5052.53240818548,4882.56402838546,5236.16804275943,5916.85995378826
Mgat4a,148.86409475706,259.868908797556,176.959458196073,169.308488882599,719.627382895501,904.5439478533301,272.527223602509,344.69707537549795,372.974292654882,4346.70302999741,4196.7054997541,3276.23751740179,3854.6729913524
Mitd1,22.005996616261,28.774412046788303,10.688826333990999,10.3961352822649,13.8962529110855,20.4683573926776,48.7300333593889,26.375237957491898,15.960611622618801,138.328370599673,131.021707223925,101.17159219309099,81.2257197441278
Txndc9,125.563627751607,275.15531519741296,193.586521382281,175.24913761532198,210.428972653581,218.85397519863,344.11826026630206,395.628569362379,405.735548090783,292.61770703776904,254.021677270876,237.86087100716,272.855330402604
Eif5b,9721.47262283062,7480.447931788492,6033.24864185268,6614.9123638868205,3023.4275976547497,2675.84410683505,7193.99677668609,6596.537962265141,7070.55094882013,4167.58552447732,5120.54223130239,2716.56487973788,3652.7915908233003
Tbc1d8,1377.3164941001,3028.5068679244605,1535.6280499833701,1684.17391572691,5446.83484639871,5730.35282543463,2219.92374192772,2106.38107274315,3339.12795788999,1580.13561800395,1750.07566077672,935.299081019104,888.751321860506
